Unnamed: 0,article_id,prod_name,product_type_name,product_group_name,perceived_colour_master_name,department_name,index_group_name,section_name,rating,t_dat,customer_id,price,sales_channel_id
31362,631848002,RICHIE PELATED SKIRT,Skirt,Garment Lower body,Grey,Skirts,Divided,Divided Collection,5,2018-09-20,000aa7f0dc06cd7174389e76c9e132a67860c5f65f970699daccc14425ac31a8,0.0338813559322033,2
31362,631848002,RICHIE PELATED SKIRT,Skirt,Garment Lower body,Grey,Skirts,Divided,Divided Collection,5,2018-09-20,000aa7f0dc06cd7174389e76c9e132a67860c5f65f970699daccc14425ac31a8,0.0338813559322033,2
44469,680187001,HOPPER 9.99,Vest top,Garment Upper body,White,Tops Fancy Jersey,Divided,Divided Collection,5,2018-09-20,000aa7f0dc06cd7174389e76c9e132a67860c5f65f970699daccc14425ac31a8,0.0169322033898305,2
43407,676827002,Bientot graphic tee,T-shirt,Garment Upper body,White,Jersey,Ladieswear,Womens Trend,4,2018-09-20,000aa7f0dc06cd7174389e76c9e132a67860c5f65f970699daccc14425ac31a8,0.0423559322033898,2
43407,676827002,Bientot graphic tee,T-shirt,Garment Upper body,White,Jersey,Ladieswear,Womens Trend,4,2018-09-20,000aa7f0dc06cd7174389e76c9e132a67860c5f65f970699daccc14425ac31a8,0.0423559322033898,2
46303,685687002,W YODA KNIT OL OFFER,Sweater,Garment Upper body,Grey,Campaigns,Ladieswear,Womens Everyday Collection,3,2018-09-20,000aa7f0dc06cd7174389e76c9e132a67860c5f65f970699daccc14425ac31a8,0.0169322033898305,2
46303,685687002,W YODA KNIT OL OFFER,Sweater,Garment Upper body,Grey,Campaigns,Ladieswear,Womens Everyday Collection,3,2018-09-20,000aa7f0dc06cd7174389e76c9e132a67860c5f65f970699daccc14425ac31a8,0.0169322033898305,2
44655,680912006,Linni tee,T-shirt,Garment Upper body,Black,Tops Fancy Jersey,Divided,Divided Collection,2,2018-09-20,000aa7f0dc06cd7174389e76c9e132a67860c5f65f970699daccc14425ac31a8,0.0169322033898305,2
44655,680912006,Linni tee,T-shirt,Garment Upper body,Black,Tops Fancy Jersey,Divided,Divided Collection,2,2018-09-20,000aa7f0dc06cd7174389e76c9e132a67860c5f65f970699daccc14425ac31a8,0.0169322033898305,2
48549,692454002,EDC LAURA LACE TOP,Top,Garment Upper body,Black,Campaigns,Ladieswear,Womens Everyday Collection,1,2018-09-20,000aa7f0dc06cd7174389e76c9e132a67860c5f65f970699daccc14425ac31a8,0.0254067796610169,2
48549,692454002,EDC LAURA LACE TOP,Top,Garment Upper body,Black,Campaigns,Ladieswear,Womens Everyday Collection,1,2018-09-20,000aa7f0dc06cd7174389e76c9e132a67860c5f65f970699daccc14425ac31a8,0.0254067796610169,2
34132,640639001,Wendy jersey top,Vest top,Garment Upper body,White,Projects Jersey & Knitwear,Divided,Divided Projects,3,2018-09-20,000aa7f0dc06cd7174389e76c9e132a67860c5f65f970699daccc14425ac31a8,0.0101525423728813,2
34132,640639001,Wendy jersey top,Vest top,Garment Upper body,White,Projects Jersey & Knitwear,Divided,Divided Projects,3,2018-09-20,000aa7f0dc06cd7174389e76c9e132a67860c5f65f970699daccc14425ac31a8,0.0101525423728813,2
40417,664421002,CSP Smock Top,Vest top,Garment Upper body,Black,Jersey Fancy DS,Divided,Divided Selected,2,2018-09-20,000aa7f0dc06cd7174389e76c9e132a67860c5f65f970699daccc14425ac31a8,0.0169322033898305,2
40417,664421002,CSP Smock Top,Vest top,Garment Upper body,Black,Jersey Fancy DS,Divided,Divided Selected,2,2018-09-20,000aa7f0dc06cd7174389e76c9e132a67860c5f65f970699daccc14425ac31a8,0.0169322033898305,2
44657,680912009,Linni tee,T-shirt,Garment Upper body,White,Tops Fancy Jersey,Divided,Divided Collection,4,2018-09-20,000aa7f0dc06cd7174389e76c9e132a67860c5f65f970699daccc14425ac31a8,0.0118474576271186,2
44657,680912009,Linni tee,T-shirt,Garment Upper body,White,Tops Fancy Jersey,Divided,Divided Collection,4,2018-09-20,000aa7f0dc06cd7174389e76c9e132a67860c5f65f970699daccc14425ac31a8,0.0118474576271186,2
12403,553139001,Jenner waist belt,Belt,Accessories,Black,Belts,Ladieswear,Womens Big accessories,3,2018-09-20,000aa7f0dc06cd7174389e76c9e132a67860c5f65f970699daccc14425ac31a8,0.0338813559322033,2
12403,553139001,Jenner waist belt,Belt,Accessories,Black,Belts,Ladieswear,Womens Big accessories,3,2018-09-20,000aa7f0dc06cd7174389e76c9e132a67860c5f65f970699daccc14425ac31a8,0.0338813559322033,2
1780,377277001,Svea Cropped Tank,Vest top,Garment Upper body,Black,Basic 1,Divided,Divided Basics,2,2018-09-20,000aa7f0dc06cd7174389e76c9e132a67860c5f65f970699daccc14425ac31a8,0.008457627118644,2
1780,377277001,Svea Cropped Tank,Vest top,Garment Upper body,Black,Basic 1,Divided,Divided Basics,2,2018-09-20,000aa7f0dc06cd7174389e76c9e132a67860c5f65f970699daccc14425ac31a8,0.008457627118644,2
52192,700819006,Fall graphic tee,T-shirt,Garment Upper body,Red,Jersey,Ladieswear,Womens Trend,1,2018-09-20,000aa7f0dc06cd7174389e76c9e132a67860c5f65f970699daccc14425ac31a8,0.0423559322033898,2
52192,700819006,Fall graphic tee,T-shirt,Garment Upper body,Red,Jersey,Ladieswear,Womens Trend,1,2018-09-20,000aa7f0dc06cd7174389e76c9e132a67860c5f65f970699daccc14425ac31a8,0.0423559322033898,2
2140,397068015,Skinny L.W Bargain (1),Trousers,Garment Lower body,Black,Denim trousers,Menswear,Denim Men,1,2018-09-20,001127bffdda108579e6cb16080440e89bf1250a776c6e55f56e35e9ee029a8d,0.0338813559322033,1
36913,652075001,Stork fancy,T-shirt,Garment Upper body,White,Tops Fancy Jersey,Divided,Divided Collection,4,2018-09-20,001ea4e9c54f7e9c88811260d954edc059d596147e1cf8adc73323aebf571fd8,0.0118474576271186,2
41813,670295001,CSP Hackney tank,Vest top,Garment Upper body,Black,Tops Fancy Jersey,Divided,Divided Collection,2,2018-09-20,001ea4e9c54f7e9c88811260d954edc059d596147e1cf8adc73323aebf571fd8,0.0101525423728813,2
31291,631744002,Mini Trainer 5p Socks,Socks,Socks & Tights,Grey,Shopbasket Socks,Ladieswear,"Womens Nightwear, Socks & Tigh",5,2018-09-20,001fd23db1109a94bba1319bb73df0b479059027c182da490e1161b34cd3af61,0.0169322033898305,1
14296,562252035,Space 5 pkt tregging,Trousers,Garment Lower body,Blue,Trouser,Ladieswear,Womens Everyday Collection,3,2018-09-20,001fd23db1109a94bba1319bb73df0b479059027c182da490e1161b34cd3af61,0.021593220338983,1
36060,649356002,Håkan half zip CC,Sweater,Garment Upper body,Blue,Kids Boy Knitwear,Baby/Children,Kids Boy,3,2018-09-20,0021da829b898f82269fc51feded4eac2129058ee95bd75bb1591e2eb14ecc79,0.0274406779661017,1
18685,579941002,Dawn trousrer,Trousers,Garment Lower body,Blue,Baby Boy Woven,Baby/Children,Baby Boy,2,2018-09-20,0021da829b898f82269fc51feded4eac2129058ee95bd75bb1591e2eb14ecc79,0.0198135593220338,1
30738,629760002,TVP Henry trouser,Trousers,Garment Lower body,Brown,Baby Boy Woven,Baby/Children,Baby Boy,3,2018-09-20,0021da829b898f82269fc51feded4eac2129058ee95bd75bb1591e2eb14ecc79,0.0152372881355932,1
29410,625229004,Tempest TVP,Trousers,Garment Lower body,White,Baby Boy Jersey Fancy,Baby/Children,Baby Boy,3,2018-09-20,0021da829b898f82269fc51feded4eac2129058ee95bd75bb1591e2eb14ecc79,0.0198135593220338,1
47308,688545001,SC - MAJOR boot low,Boots,Shoes,Black,Studio Collection,Ladieswear,Special Collections,3,2018-09-20,00228762ecff5b8d1ea6a2e52b96dafa198febddbc3bf350eb611f28e61ea6ce,0.1342372881355932,2
42595,673531001,Keyring fluff,Other accessories,Accessories,Pink,Girls Small Acc/Bags,Baby/Children,"Kids Accessories, Swimwear & D",4,2018-09-20,002b3c0a44a22c45a8d62ea9d2b88d1a89e335f8b8400335a85c3b5845794cb9,0.008457627118644,2
3709,464277014,Greta Shortie (Daisy Mid) 3p,Underwear bottom,Underwear,Grey,Casual Lingerie,Ladieswear,Womens Lingerie,3,2018-09-20,002b3c0a44a22c45a8d62ea9d2b88d1a89e335f8b8400335a85c3b5845794cb9,0.0220169491525423,2
3709,464277014,Greta Shortie (Daisy Mid) 3p,Underwear bottom,Underwear,Grey,Casual Lingerie,Ladieswear,Womens Lingerie,3,2018-09-20,002b3c0a44a22c45a8d62ea9d2b88d1a89e335f8b8400335a85c3b5845794cb9,0.0220169491525423,2
26538,617322003,HM+ Glans tunic,Blouse,Garment Upper body,Black,Jersey,Ladieswear,H&M+,5,2018-09-20,003ac6eff3ca20cbe4e14a106a5e28b7551616005de8f9dd0f9455e5543b31ac,0.0338813559322033,1
26538,617322003,HM+ Glans tunic,Blouse,Garment Upper body,Black,Jersey,Ladieswear,H&M+,5,2018-09-20,003ac6eff3ca20cbe4e14a106a5e28b7551616005de8f9dd0f9455e5543b31ac,0.0186271186440677,1
27638,620405001,Glans SS,Blouse,Garment Upper body,Black,Jersey,Ladieswear,H&M+,2,2018-09-20,003ac6eff3ca20cbe4e14a106a5e28b7551616005de8f9dd0f9455e5543b31ac,0.0186271186440677,1
43806,678239001,ED Tulip,Top,Garment Upper body,Blue,Jersey,Ladieswear,H&M+,2,2018-09-20,003ac6eff3ca20cbe4e14a106a5e28b7551616005de8f9dd0f9455e5543b31ac,0.0254067796610169,1
25542,613456009,Valentino,Top,Garment Upper body,Red,Jersey fancy,Ladieswear,Womens Everyday Collection,5,2018-09-20,00401a367c5ac085cb9d4b77c56f3edcabf25153615db982fcc7991d182e10a9,0.0169322033898305,2
31944,633675001,A-band unicorn PU,Hair/alice band,Accessories,White,Girls Small Acc/Bags,Baby/Children,"Kids Accessories, Swimwear & D",1,2018-09-20,00401a367c5ac085cb9d4b77c56f3edcabf25153615db982fcc7991d182e10a9,0.0101525423728813,2
35885,648719001,HM+ Katie skatedress,Dress,Garment Full body,Black,Jersey,Ladieswear,H&M+,1,2018-09-20,00401a367c5ac085cb9d4b77c56f3edcabf25153615db982fcc7991d182e10a9,0.0254067796610169,2
2760,427114015,2P LS GIRLY PJ,Pyjama jumpsuit/playsuit,Nightwear,Pink,Baby Nightwear,Baby/Children,Baby Essentials & Complements,3,2018-09-20,00401a367c5ac085cb9d4b77c56f3edcabf25153615db982fcc7991d182e10a9,0.0169322033898305,2
15542,567475001,Kai tunic,Dress,Garment Full body,Black,Jersey,Ladieswear,H&M+,5,2018-09-20,00401a367c5ac085cb9d4b77c56f3edcabf25153615db982fcc7991d182e10a9,0.0338813559322033,2
15594,567594001,Cosy tunic,Dress,Garment Full body,Black,Jersey,Ladieswear,H&M+,3,2018-09-20,00401a367c5ac085cb9d4b77c56f3edcabf25153615db982fcc7991d182e10a9,0.0118474576271186,2
44871,681358001,Lolly,Dress,Garment Full body,Black,Jersey Basic,Ladieswear,Womens Everyday Basics,1,2018-09-20,00401a367c5ac085cb9d4b77c56f3edcabf25153615db982fcc7991d182e10a9,0.0254067796610169,2
25538,613456001,Valentino,Top,Garment Upper body,Black,Jersey fancy,Ladieswear,Womens Everyday Collection,4,2018-09-20,00401a367c5ac085cb9d4b77c56f3edcabf25153615db982fcc7991d182e10a9,0.0169322033898305,2
17428,573937001,ED Madison Skinny HW,Trousers,Garment Lower body,Black,Woven bottoms,Ladieswear,H&M+,1,2018-09-20,00401a367c5ac085cb9d4b77c56f3edcabf25153615db982fcc7991d182e10a9,0.0321864406779661,2
28308,622745001,SORRENTO trousers,Trousers,Garment Lower body,Pink,Ladies Sport Bottoms,Sport,Ladies H&M Sport,4,2018-09-20,00401a367c5ac085cb9d4b77c56f3edcabf25153615db982fcc7991d182e10a9,0.0482881355932203,2
26539,617322004,Glans tunic,Blouse,Garment Upper body,Black,Jersey,Ladieswear,H&M+,4,2018-09-20,00401a367c5ac085cb9d4b77c56f3edcabf25153615db982fcc7991d182e10a9,0.0338813559322033,2
6641,507909001,Rebecca or Delphine shirt,Shirt,Garment Upper body,White,Blouse,Ladieswear,Womens Tailoring,4,2018-09-20,00402f4463c8dc1b3ee54abfdea280e96cd87320449eca8953eb06769a5c20d4,0.0254067796610169,1
40723,665481004,Swift Dress,Dress,Garment Full body,Black,Jersey,Ladieswear,Womens Tailoring,2,2018-09-20,00402f4463c8dc1b3ee54abfdea280e96cd87320449eca8953eb06769a5c20d4,0.0508305084745762,1
255,211143037,Janet SL-set (W),Pyjama set,Nightwear,Blue,Nightwear,Ladieswear,"Womens Nightwear, Socks & Tigh",1,2018-09-20,0045c79125b4dc958579f902b49eacd8598f9eeaa1220506d1cae1275f122084,0.0338813559322033,2
255,211143037,Janet SL-set (W),Pyjama set,Nightwear,Blue,Nightwear,Ladieswear,"Womens Nightwear, Socks & Tigh",1,2018-09-20,0045c79125b4dc958579f902b49eacd8598f9eeaa1220506d1cae1275f122084,0.0338813559322033,2
6232,503729006,India PJ (W),Pyjama set,Nightwear,Black,Nightwear,Ladieswear,"Womens Nightwear, Socks & Tigh",2,2018-09-20,0045c79125b4dc958579f902b49eacd8598f9eeaa1220506d1cae1275f122084,0.0423559322033898,2
6232,503729006,India PJ (W),Pyjama set,Nightwear,Black,Nightwear,Ladieswear,"Womens Nightwear, Socks & Tigh",2,2018-09-20,0045c79125b4dc958579f902b49eacd8598f9eeaa1220506d1cae1275f122084,0.0423559322033898,2
39834,662857005,Cindererlla,Sweater,Garment Upper body,Beige,Knitwear,Ladieswear,Womens Everyday Collection,3,2018-09-20,004888668b9458668aa3234d17337671673599f7f84d36f77fd366b5139058c5,0.0423559322033898,1
33961,640174002,Lola Lace-Up,Sweater,Garment Upper body,Red,Tops Knitwear,Divided,Divided Collection,2,2018-09-20,0051a1d00ec9a4ff1a2f9aa32a4bb054cc9ba08e80be590aec39391ff3dc56e8,0.0317627118644067,2
29687,625939005,Cat Tee,T-shirt,Garment Upper body,Red,Basic 1,Divided,Divided Basics,4,2018-09-20,005c9fb2ba6c49b2098a662f64a9124ef95cbec5fcf4ebdb4dcbaaf83f979c51,0.0033728813559322,2
6699,508184020,Irma SL-set print (J),Pyjama set,Nightwear,Orange,Nightwear,Ladieswear,"Womens Nightwear, Socks & Tigh",4,2018-09-20,005c9fb2ba6c49b2098a662f64a9124ef95cbec5fcf4ebdb4dcbaaf83f979c51,0.0241355932203389,2
13967,560783010,Polly pencil case,Bag,Accessories,Lilac Purple,Other Accessories,Divided,Divided Accessories,3,2018-09-20,005c9fb2ba6c49b2098a662f64a9124ef95cbec5fcf4ebdb4dcbaaf83f979c51,0.0050677966101694,2
39083,660150001,Bracelet Tom,Bracelet,Accessories,Turquoise,Small Accessories,Menswear,Men Accessories,2,2018-09-20,005c9fb2ba6c49b2098a662f64a9124ef95cbec5fcf4ebdb4dcbaaf83f979c51,0.0050677966101694,2
25071,611415005,Charlotte Brazilian Aza.Low 2p,Underwear bottom,Underwear,Red,Expressive Lingerie,Ladieswear,Womens Lingerie,2,2018-09-20,00609a1cc562140fa87a6de432bef9c9f0b936b259ad3075eb2a65008df1dbab,0.0169322033898305,2
18257,578374001,Liza Superpush (Andes) 2pk,Bra,Underwear,Beige,Casual Lingerie,Ladieswear,Womens Lingerie,1,2018-09-20,00609a1cc562140fa87a6de432bef9c9f0b936b259ad3075eb2a65008df1dbab,0.0423559322033898,2
42626,673677002,Henry polo. (1),Sweater,Garment Upper body,Black,Knitwear,Ladieswear,Womens Tailoring,5,2018-09-20,00609a1cc562140fa87a6de432bef9c9f0b936b259ad3075eb2a65008df1dbab,0.0169322033898305,2
43332,676352001,Mary fancy LS,Sweater,Garment Upper body,Black,Tops Fancy Jersey,Divided,Divided Collection,4,2018-09-20,00609a1cc562140fa87a6de432bef9c9f0b936b259ad3075eb2a65008df1dbab,0.0254067796610169,2
25068,611415001,Charlotte Brazilian Aza.Low 2p,Underwear bottom,Underwear,Black,Expressive Lingerie,Ladieswear,Womens Lingerie,4,2018-09-20,00609a1cc562140fa87a6de432bef9c9f0b936b259ad3075eb2a65008df1dbab,0.0169322033898305,2
527,255396006,Nora Cardigan,Cardigan,Garment Upper body,Grey,Jersey Fancy DS,Divided,Divided Selected,1,2018-09-20,00708c3da4d07706d4cad77c6aecc1b1ce33d21d73022ca12737c91d85bff070,0.0677796610169491,2
21644,594834010,Dolly hood,Sweater,Garment Upper body,Black,Jersey fancy,Ladieswear,Womens Everyday Collection,3,2018-09-20,00708c3da4d07706d4cad77c6aecc1b1ce33d21d73022ca12737c91d85bff070,0.0423559322033898,2
7699,516712001,Jess oversize LS,Top,Garment Upper body,Black,Basic 1,Divided,Divided Basics,5,2018-09-20,00708c3da4d07706d4cad77c6aecc1b1ce33d21d73022ca12737c91d85bff070,0.0220169491525423,2
8643,524825010,Latte slacks (1),Trousers,Garment Lower body,White,Trouser,Ladieswear,Womens Everyday Collection,2,2018-09-20,0074c5948b6c96e7522f6f5c034b46cf08875b9a81c557a02bda0aedac355547,0.0423559322033898,2
32154,634015003,FOG tanktop,Vest top,Garment Upper body,Pink,Ladies Sport Bras,Sport,Ladies H&M Sport,5,2018-09-20,00761aefe07a2dd6ca110c99f3856ede55f20ff00ce754bf24c422c6746d05f3,0.0121864406779661,1
32756,636351002,MIST muscle tank,Vest top,Garment Upper body,White,Ladies Sport Bras,Sport,Ladies H&M Sport,5,2018-09-20,00761aefe07a2dd6ca110c99f3856ede55f20ff00ce754bf24c422c6746d05f3,0.0076101694915254,1
31976,633781016,Boulevard TOP PRODUCT,T-shirt,Garment Upper body,Pink,Tops Fancy Jersey,Divided,Divided Collection,3,2018-09-20,00761aefe07a2dd6ca110c99f3856ede55f20ff00ce754bf24c422c6746d05f3,0.0152372881355932,1
9665,534795002,DOMINIC,Sweater,Garment Upper body,White,Jersey Fancy,Menswear,Contemporary Smart,2,2018-09-20,0077ba345ef6aa8781802107df25bbb8a14fdcd04130c3ffa5cd1ac4087ad8ab,0.011864406779661,1
38941,659550001,lennart dress,Dress,Garment Full body,White,Projects Dresses,Divided,Divided Projects,1,2018-09-20,00796ce0bc561897e7047a7b059867aa6424f63ec597e1fbb3a195e48d5f452b,0.0593050847457627,2
11429,547752003,Slurp long tregging,Trousers,Garment Lower body,Blue,Trouser,Ladieswear,Womens Everyday Collection,5,2018-09-20,007e4c2e0994b4aac97c2713d5dc0b7497d74113f32446868ca22b6437e9594d,0.0406610169491525,2
24791,610671001,Perrie trash,Trousers,Garment Lower body,Blue,Trousers,Divided,Divided Collection,3,2018-09-20,007ea762fbbebfad288a49f1d8f7c2c0c62b189a8816fa6968e60f2c197ce938,0.0135423728813559,1
37120,652731008,Florida,Skirt,Garment Lower body,Black,Skirt,Ladieswear,Womens Tailoring,5,2018-09-20,007f094708bc97c9ce41a7e75237ef2d16ae45319ebaddb9b842abf34248da8f,0.0563389830508474,1
26906,618476004,Harriet dress,Dress,Garment Full body,Black,Jersey,Ladieswear,Womens Tailoring,1,2018-09-20,007f094708bc97c9ce41a7e75237ef2d16ae45319ebaddb9b842abf34248da8f,0.0220169491525423,1
28217,622238014,Molly LS (1),Sweater,Garment Upper body,Black,Tops Fancy Jersey,Divided,Divided Collection,2,2018-09-20,007f094708bc97c9ce41a7e75237ef2d16ae45319ebaddb9b842abf34248da8f,0.0254067796610169,1
33584,639297001,Hills PU skirt,Skirt,Garment Lower body,Black,Skirt,Ladieswear,Womens Everyday Collection,1,2018-09-20,007f094708bc97c9ce41a7e75237ef2d16ae45319ebaddb9b842abf34248da8f,0.0338813559322033,1
31959,633755001,SPEED H-string scrunchie fur,Hair string,Accessories,Pink,Girls Small Acc/Bags,Baby/Children,"Kids Accessories, Swimwear & D",2,2018-09-20,00873fc0f81215241785b49518e6758a2c26c0eac4825e7eb048b005a33fc3d6,0.0067627118644067,1
33959,640168001,MELINA,Cardigan,Garment Upper body,Grey,Young Girl Knitwear,Baby/Children,Young Girl,4,2018-09-20,00873fc0f81215241785b49518e6758a2c26c0eac4825e7eb048b005a33fc3d6,0.0338813559322033,1
15071,565200032,Mia L/S,T-shirt,Garment Upper body,White,Kids Girl Jersey Fancy,Baby/Children,Kids Girl,5,2018-09-20,00873fc0f81215241785b49518e6758a2c26c0eac4825e7eb048b005a33fc3d6,0.0067627118644067,1
26872,618389001,Backbone,Sweater,Garment Upper body,Beige,Kids Girl Knitwear,Baby/Children,Kids Girl,4,2018-09-20,00873fc0f81215241785b49518e6758a2c26c0eac4825e7eb048b005a33fc3d6,0.0220169491525423,1
2817,432984001,Diamanda tights SG,Underwear Tights,Socks & Tights,Black,Kids Girl S&T,Baby/Children,Girls Underwear & Basics,1,2018-09-20,00873fc0f81215241785b49518e6758a2c26c0eac4825e7eb048b005a33fc3d6,0.0135423728813559,1
21005,591702003,EAGLE JOGGER,Trousers,Garment Lower body,Khaki green,Kids Boy Jersey Fancy,Baby/Children,Kids Boy,2,2018-09-20,00873fc0f81215241785b49518e6758a2c26c0eac4825e7eb048b005a33fc3d6,0.0304915254237288,1
3093,448509017,Perrie Slim Mom Denim TRS,Trousers,Garment Lower body,Black,Trousers,Divided,Divided Collection,3,2018-09-20,00889357d9b1e0e3788fbe8fd7448580b9e51800f59196891c4796a9aaac0945,0.0423559322033898,2
40716,665477001,Mini Flare H.W Bronx,Trousers,Garment Lower body,Black,Denim Trousers,Divided,Ladies Denim,5,2018-09-20,008997ffbc4cdb3a41572eb25b2cc918666a6f2a13f3940f196a0160773c8492,0.0338813559322033,2
18294,578476001,Vichy 5pkt slim trouser,Trousers,Garment Lower body,Black,Trouser,Ladieswear,Womens Tailoring,3,2018-09-20,008a118b7c72fd3b8a614eb2672ddfc2a78434c5776af215f4e281fa7506b842,0.0482881355932203,1
40050,663396002,Manhattan,Blouse,Garment Upper body,Yellow,Blouse,Ladieswear,Womens Tailoring,3,2018-09-20,008a118b7c72fd3b8a614eb2672ddfc2a78434c5776af215f4e281fa7506b842,0.0508305084745762,1
43488,677341001,Stevens quilted coat,Jacket,Garment Upper body,Blue,Outwear,Ladieswear,Womens Jackets,1,2018-09-20,0091c0e943c92167ea78f6ac180636be4098b06c1a066cac6f064eab9dc76d3c,0.0804915254237288,2
14938,564786020,KARIN sports bra,Bra,Underwear,Turquoise,Ladies Sport Bras,Sport,Ladies H&M Sport,3,2018-09-20,00923f88cda50cbea4c5ceb2bd3467c620a9d74cb7da95ccbd21b856f5c0e2e0,0.0198135593220338,1
37861,655347002,EVA tank top conscious,Vest top,Garment Upper body,Pink,Ladies Sport Bras,Sport,Ladies H&M Sport,1,2018-09-20,00923f88cda50cbea4c5ceb2bd3467c620a9d74cb7da95ccbd21b856f5c0e2e0,0.0152372881355932,1
